objectid,filename,title,creator,editor,publisher,date,subject,description,source,identifier,format,language,rights,rightsstatement
W.2005.1.257,https://weltylab.org/collection/W2005_1_257.jpg,Forest of the South,Caroline Gordon, ,,1945,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.257,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.258,https://weltylab.org/collection/W2005_1_258.jpg,Night Rider,Robert Penn Warren, ,,1939,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.258,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.259,https://weltylab.org/collection/W2005_1_259.jpg,Intruder in the Dust,William Faulkner, ,,1948,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.259,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.260,https://weltylab.org/collection/W2005_1_260.jpg,The Stories of F. Scott Fitzgerald,F. Scott Fitzgerald, ,,1951,Fiction, Note: Introduction by Malcolm Cowley,Mississippi Department of Archives and History,W2005.1.260,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.261,https://weltylab.org/collection/W2005_1_261.jpg,Gabriel's Lament,Paul Bailey, ,,1986,Fiction,"Book is inscribed on title page: ""For Eudora Welty/ with all good wishes/ Paul Bailey/ September 1986"" Note: ",Mississippi Department of Archives and History,W2005.1.261,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.262,https://weltylab.org/collection/W2005_1_262.jpg,Tender is the Night,F. Scott Fitzgerald, ,,1962,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.262,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.263,https://weltylab.org/collection/W2005_1_263.jpg,The Reivers: A Reminiscence,William Faulkner, ,,1962,Fiction,"
Inscription on free front end paper: Eudora Welty Note: ",Mississippi Department of Archives and History,W2005.1.263,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.264,https://weltylab.org/collection/W2005_1_264.jpg,William Faulkner: Early Prose and Poetry,William Faulkner,Carvel Collins,,1962,Anthology, Note: ,Mississippi Department of Archives and History,W2005.1.264,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.265,https://weltylab.org/collection/W2005_1_265.jpg,A Summons to Memphis: A Novel,Peter Taylor, ,,1986,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.265,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.266,https://weltylab.org/collection/W2005_1_266.jpg,Across the River and Into the Trees,Ernest Hemingway, ,,1950,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.266,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.267,https://weltylab.org/collection/W2005_1_267.jpg,In Our Time,Ernest Hemingway, ,,1930,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.267,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.268,https://weltylab.org/collection/W2005_1_268.jpg,The Unvanquished,William Faulkner, ,,1938,Fiction,Inscription on inside of front cover: 2.50 Note: Sticker from Holliday Bookshop inside the back cover.,Mississippi Department of Archives and History,W2005.1.268,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.269,https://weltylab.org/collection/W2005_1_269.jpg,A Fable,William Faulkner, ,,1954,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.269,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.270,https://weltylab.org/collection/W2005_1_270.jpg,The Progress of Love,Alice Munro, ,,1986,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.270,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.271,https://weltylab.org/collection/W2005_1_271.jpg,A Farewell To Arms,Ernest Hemingway, ,,1929,Fiction,"Book is inscribed on front free end paper: ""Eudora Welty/ March 1932"" Note: ",Mississippi Department of Archives and History,W2005.1.271,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.272,https://weltylab.org/collection/W2005_1_272.jpg,"Absalom, Absalom!",William Faulkner, ,,1951,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.272,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.273,https://weltylab.org/collection/W2005_1_273.jpg,The Hamlet,William Faulkner, ,,1940,Fiction,"On 1st front fly page- 3 pencil notes ""KE-6"", ""3.50a"" and ""#202"". Note: ",Mississippi Department of Archives and History,W2005.1.273,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.274,https://weltylab.org/collection/W2005_1_274.jpg,Go Down Moses and Other Stories,William Faulkner, ,,1942,Fiction,Inscription on free front end paper: Eudora Welty Note: ,Mississippi Department of Archives and History,W2005.1.274,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.275,https://weltylab.org/collection/W2005_1_275.jpg,Eclogues: Eight Stories by Guy Davenport,Guy Davenport, ,,1981,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.275,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.276,https://weltylab.org/collection/W2005_1_276.jpg,DaVinci's Bicycle: Ten Stories by Guy Davenport,Guy Davenport,John T. Irwin,,1979,Anthology, Note: ,Mississippi Department of Archives and History,W2005.1.276,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.277,https://weltylab.org/collection/W2005_1_277.jpg,The Town: A novel of the Snopes Family,William Faulkner, ,,1957,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.277,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.278,https://weltylab.org/collection/W2005_1_278.jpg,Children are Bored on Sunday,Jean Stafford, ,,1953,Fiction,Inscription on free front end paper: For Eudora with all/ my love/ Jean Note: ,Mississippi Department of Archives and History,W2005.1.278,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.279,https://weltylab.org/collection/W2005_1_279.jpg,Pablo Picasso,Wilhem; Jaime Boeck; Sabartes, ,,1961,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.279,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.280,https://weltylab.org/collection/W2005_1_280.jpg,Alphabets and Ornaments,Ernst Lehner, ,,1952,Non-fiction,"Inscription on free front end paper: May 21, 1984/ Mr. Eustace Tilley, his compliments Note: ",Mississippi Department of Archives and History,W2005.1.280,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.281,https://weltylab.org/collection/W2005_1_281.jpg,The Art of Drawing: From the dawn of history to the era of the Impressionists,Richard Kenin, ,,1974,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.281,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.282,https://weltylab.org/collection/W2005_1_282.jpg,A Century of Punch Cartoons, ,R.E. Williams,,1955,Pictorial, Note: ,Mississippi Department of Archives and History,W2005.1.282,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.283,https://weltylab.org/collection/W2005_1_283.jpg,The Pick of the Punch, ,Nicolas Bentley,,1957,Pictorial, Note: Introduction by P.G. Wodehouse,Mississippi Department of Archives and History,W2005.1.283,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.284,https://weltylab.org/collection/W2005_1_284.jpg,The Navajo Blanket,Mary Hunt; Anthony Kahlenburg; Berlant, ,,1972,Non-fiction," Note: Catalogue of an exhibition first held at Los Angeles County Museum of Art, June 27-Aug. 27, 1972, and subsequently at other museums.",Mississippi Department of Archives and History,W2005.1.284,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.285,https://weltylab.org/collection/W2005_1_285.jpg,The Best Cartoons from Punch, , ,,1952,Pictorial, Note: Foreward by A.P. Herbert,Mississippi Department of Archives and History,W2005.1.285,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.286,https://weltylab.org/collection/W2005_1_286.jpg,"Here, of All Places",Osbert Lancaster, ,,1958,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.286,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.287,https://weltylab.org/collection/W2005_1_287.jpg,Architectural Follies in America,Clay Lancaster, ,,1960,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.287,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.288,https://weltylab.org/collection/W2005_1_288.jpg,Monet's Years at Giverny: Beyond Impressionism,Claude Monet,The Metropolitan Museum of Art ,,1978,Art Exhibition, Note: Poplars section between no. 19-20 has postcard from ? - Hope you will see the show.,Mississippi Department of Archives and History,W2005.1.288,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.289,https://weltylab.org/collection/W2005_1_289.jpg,Treasures of Tutankhamun, ,Metropolitan Museum of Art ,,1976,Non-fiction," Note: Catalog by I.E.S. Edwards. --Catalogue of the exhibition held at the National Gallery of Art, Washington, D.C. and five other museums, 1976-1977.",Mississippi Department of Archives and History,W2005.1.289,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.290,https://weltylab.org/collection/W2005_1_290.jpg,Made by Hand: Mississippi Folk Art, ,"State Historical Museum, Jackson, Mississippi ",,1980,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.290,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.291,https://weltylab.org/collection/W2005_1_291.jpg,The Beinecke Rare Book and Manuscript Library, ,Yale Library ,,1974,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.291,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.292,https://weltylab.org/collection/W2005_1_292.jpg,Treasures of Tutankhamun, ,Metropolitan Museum of Art ,,1976,Non-fiction," Note: ""This is the catalogue for an exhibition lent between 1976 and 1979 by the Cairo Museum to the National Gallery of Art, Field Museum of Natural History and the Oriental Institute of the University of Chicago, New Orleans Museum of Art, Los Angeles County Museum of Art, Seattle Art Museum, and the Metropolitan Museum of Art."" --""Catalogue [by] I. E. S. Edwards"": p. [97]-[173]",Mississippi Department of Archives and History,W2005.1.292,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.293,https://weltylab.org/collection/W2005_1_293.jpg,"Merry England, etc.",Robert Searle, ,,1957 [c1956],Pictorial, Note: ,Mississippi Department of Archives and History,W2005.1.293,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.294,https://weltylab.org/collection/W2005_1_294.jpg,The Tattooed Sailor,Andre Francois, ,,1953,Pictorial, Note: Published in London in 1952 under title: Double bedside book.,Mississippi Department of Archives and History,W2005.1.294,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.295,https://weltylab.org/collection/W2005_1_295.jpg,Saturday Slow, , ,,1948,Pictorial,"Inscribed on front free end paper: ""NB/ 4277"" Note: Drawings originally published in the New Yorker",Mississippi Department of Archives and History,W2005.1.295,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.296,https://weltylab.org/collection/W2005_1_296.jpg,"The Ladies, God Bless 'em!",Helen E. Hokinson, ,,1950,Pictorial, Note: Drawings originally published in the New Yorker,Mississippi Department of Archives and History,W2005.1.296,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.297,https://weltylab.org/collection/W2005_1_297.jpg,My Best Girls,Helen E. Hokinson, ,,1945,Pictorial, Note: ,Mississippi Department of Archives and History,W2005.1.297,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.298,https://weltylab.org/collection/W2005_1_298.jpg,The British Character, Pont, ,,1951,Pictorial, Note: Introduction by  E.M. Delafield,Mississippi Department of Archives and History,W2005.1.298,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.299,https://weltylab.org/collection/W2005_1_299.jpg,The Alarms and Excursions of Lady Littlehampton,Osbert Lancaster, ,,1952,, Note: ,Mississippi Department of Archives and History,W2005.1.299,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.300,https://weltylab.org/collection/W2005_1_300.jpg,Vanity Fair, ,Cleveland; Frederic Amory: Bradlee,,1960,Anthology, Note: ,Mississippi Department of Archives and History,W2005.1.300,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.301,https://weltylab.org/collection/W2005_1_301.jpg,American Academy of Arts and Letters Centennial Portfolio, , ,,1998,Anthology, Note: Includes work by Kurt Vonnegut and Allen Ginsburg,Mississippi Department of Archives and History,W2005.1.301,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.302,https://weltylab.org/collection/W2005_1_302.jpg,Corgi Modern Poets in Focus: 2, ,Jeremy Robson,,197-,Poetry,"Inscription on free front end paper: For Eudora, with great/ pride & happiness at the/ sweaty(?) occasion of our/ friendship/ Bill/ 155th St. NYC
 Note: Loose: 1st page separated from book",Mississippi Department of Archives and History,W2005.1.302,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.303,https://weltylab.org/collection/W2005_1_303.jpg,Wintering Out,Seamus Heaney, ,,1978,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.303,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.304,https://weltylab.org/collection/W2005_1_304.jpg,Door into the Dark,Seamus Heaney, ,,1969,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.304,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.305,https://weltylab.org/collection/W2005_1_305.jpg,Death of a Naturalist,Seamus Heaney, ,,"1969, c1966, 1989 printing",Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.305,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.306,https://weltylab.org/collection/W2005_1_306.jpg,The Poet's Tongue, , ,,1935,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.306,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.307a,https://weltylab.org/collection/W2005_1_307a.jpg,Wild Flowers of the United States: The Southeastern States Vol 2 Part I,Harold William Rickett, ,,[1966-73],Non-fiction, Note: Boxed set,Mississippi Department of Archives and History,W2005.1.307,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.307ab,https://weltylab.org/collection/W2005_1_307ab.jpg,Wild Flowers of the United States: The Southeastern States Vol 2 Part 2,Harold William Rickett, ,,[1966-73],Non-fiction, Note: Boxed set,Mississippi Department of Archives and History,W2005.1.308,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.307b,https://weltylab.org/collection/W2005_1_307b.jpg,North,Seamus Heaney, ,,"1976, c1975.",Poetry,"""3-10-7  1034125 B"" on first blank page. Note: ",Mississippi Department of Archives and History,W2005.1.309,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.308,https://weltylab.org/collection/W2005_1_308.jpg,Selected Poetry of W.H. Auden,W.H Auden, ,,1959,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.310,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.309,https://weltylab.org/collection/W2005_1_309.jpg,The Swimmers and Other Selected Poems,Allen Tate, ,,"[1971, c1970]",Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.311,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.310,https://weltylab.org/collection/W2005_1_310.jpg,Flowers of Evil from the French of Charles Baudelaire,George; Edna St.Vincent Dillon; Millay, ,,1936,Poetry,"Book is inscribed on last rear fly leaf: ""18 Le Jet d'Eau/ 12 La vie anterieure/ 22 La chevelure/ 150/ 68 Bohemiens en Voyage"" Note: ",Mississippi Department of Archives and History,W2005.1.312,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.311,https://weltylab.org/collection/W2005_1_311.jpg,Poems,Wallace Stevens, ,,1960,Poetry," Note: Pencil marks, minor, top of back cover near spine.",Mississippi Department of Archives and History,W2005.1.313,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.312,https://weltylab.org/collection/W2005_1_312.jpg,The Beautiful Changes and Other Poems,Robert Wilbur, ,,"[1954], c1947.",Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.314,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.313,https://weltylab.org/collection/W2005_1_313.jpg,Imitations,Robert Lowell, ,,1961,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.315,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.314,https://weltylab.org/collection/W2005_1_314.jpg,Brother to Dragons: A Tale in Verse and Voices,Robert Penn Warren, ,,1953,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.316,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.315,https://weltylab.org/collection/W2005_1_315.jpg,Poems F. Garcia Lorca,F. Garcia Lorca, ,,1939,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.317,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.316,https://weltylab.org/collection/W2005_1_316.jpg,Selected Poems Edwin Muir,Edwin Muir, ,,"1965, 1974 printing.",Poetry, Note: Preface by T.S. Eliot,Mississippi Department of Archives and History,W2005.1.318,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.317,https://weltylab.org/collection/W2005_1_317.jpg,Selected Poems 1928-1958,Stanley Kunitz, ,,1958,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.319,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.318,https://weltylab.org/collection/W2005_1_318.jpg,Collected Poems,James Stephens, ,,1926,Poetry,"Inscription on free front end paper: Eudora Welty
 Note: Inside rear cover is a Thacker Spink & Co. bookseller sticker. 
",Mississippi Department of Archives and History,W2005.1.320,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.319,https://weltylab.org/collection/W2005_1_319.jpg,Twenty-five Poems by Dafydd AP Gwilym,Dafydd AP Gwilym,Nigel Heseltine (translator) Heseltine,,1968,Poetry,"Book is inscribed on title page in red ink: ""For Eudora - Merry Christmas, 1968/ with all our love from Bill + Emmy/ Kate + Brookie"" Note: First ed. published in 1944 under title: Selected Poems",Mississippi Department of Archives and History,W2005.1.321,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.320,https://weltylab.org/collection/W2005_1_320.jpg,He Done Her Wrong: The Great American Novel,Milt Gross, ,,1930,Pictorial,"Inscription on free front end paper: To Edward from Sister/ Christmas, 1930 Note: Original dust jacket illustration signed: M[ilt] G[ross]. Inscribed: To Chief Justice Oliver Wendell Holmes. Sincerely + admiringly, Milt Gross.",Mississippi Department of Archives and History,W2005.1.322,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.321,https://weltylab.org/collection/W2005_1_321.jpg,Poems,Padraic Colum, ,,1932,Poetry,"Book is inscribed on front free end paper: ""Eudora Welty"" Note: ",Mississippi Department of Archives and History,W2005.1.323,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.322,https://weltylab.org/collection/W2005_1_322.jpg,The Collected Poems of Dylan Thomas,Dylan Thomas, ,,1953,Poetry, Note: Louise Bogan Collection.,Mississippi Department of Archives and History,W2005.1.324,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.323,https://weltylab.org/collection/W2005_1_323.jpg,Irish Street Ballads, ,Colm O Lochlainn (selected) O Lochlainn,,1953,Poetry," Note: ""Printed and published at the Sign of/ the Three Candles in Fleet Street, Dublin/ Ireland""",Mississippi Department of Archives and History,W2005.1.325,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.324,https://weltylab.org/collection/W2005_1_324.jpg,The Georgics of Virgil, Virgil,C. Day Lewis (translator) Lewis,,1941,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.326,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.325,https://weltylab.org/collection/W2005_1_325.jpg,Field Work,Seamus Heaney, ,,1979,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.327,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.326,https://weltylab.org/collection/W2005_1_326.jpg,Translations from the Poetry of Rainer Maria Rilke,Rainer Maria Rilke,M.D. Herter Norton,,1938,Poetry,"Inscription on last page (upside down): Eudora Welty
 Note: German and English on opposite pages.",Mississippi Department of Archives and History,W2005.1.328,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.327,https://weltylab.org/collection/W2005_1_327.jpg,Collected Shorter Poems 1927-1957,W.H. Auden, ,,"[1967, c1966]",Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.329,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.328,https://weltylab.org/collection/W2005_1_328.jpg,The Swimmers and Other Selected Poems,Allen Tate, ,,1970,Poetry,"Inscription on free front end paper: For Eudora/ with admiration and affection/ Allen/ Sewanee, June 5, 1971 Note: ",Mississippi Department of Archives and History,W2005.1.330,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.329,https://weltylab.org/collection/W2005_1_329.jpg,The Burning Glass and Other Poems,Walter de la Mare, ,,1945,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.331,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.330,https://weltylab.org/collection/W2005_1_330.jpg,Leaves of Grass,Walt Whitman, ,,1959,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.332,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.331,https://weltylab.org/collection/W2005_1_331.jpg,Winged Chariot and Other Poems,Walter de la Mare, ,,1951,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.333,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.332,https://weltylab.org/collection/W2005_1_332.jpg,Collected Poems,Marianne Moore, ,,1951,Poetry," Note:  pg. 138 ""Hither to Uncollected""",Mississippi Department of Archives and History,W2005.1.334,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.333,https://weltylab.org/collection/W2005_1_333.jpg,The Poems of Emily Dickinson,Emily Dickinson,Martha Dickinson; Alfred Leete Bianchi; Hampson,,1930,Poetry,"Inscription on free front end paper: Eudora Welty 1931, 1119 Pinehurst, Jackson, Mississippi

Back fly pages: There are stamped numbers and pencil mark/numbers, as well as erased pencil marks.
 Note: Tears: Moderate, page 389, 347-348, 259-261",Mississippi Department of Archives and History,W2005.1.335,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.334,https://weltylab.org/collection/W2005_1_334.jpg,"The Belles Heures of Jean, Duke of Berry", , ,,1974,Art, Note: ,Mississippi Department of Archives and History,W2005.1.336,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.335,https://weltylab.org/collection/W2005_1_335.jpg,"Hazard, the Painter",William Meredity, ,,1975,Poetry,"Inscription on free front end paper: For Eudora Welty, with awe & friendship/ William Meredith/ 1975 Note: ",Mississippi Department of Archives and History,W2005.1.337,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.336,https://weltylab.org/collection/W2005_1_336.jpg,Or Else-Poem/Poems 1968-1974,Robert Penn Warren, ,,1974,Poetry,"Inscription on title page: Robert Penn Warren Note: Folds: Minor,""about the author"" page",Mississippi Department of Archives and History,W2005.1.338,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.337,https://weltylab.org/collection/W2005_1_337.jpg,"Clear Pictures: First Loves, First Guides",Reynolds Price, ,,1989,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.339,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.338,https://weltylab.org/collection/W2005_1_338.jpg,"Kings, Lords, and Commons",Frank O'Connor, ,,1959,Poetry,Inscription on free front end paper: Eudora Welty Note: ,Mississippi Department of Archives and History,W2005.1.340,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.339,https://weltylab.org/collection/W2005_1_339.jpg,Geography III,Elizabeth Bishop, ,,1976,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.341,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.340,https://weltylab.org/collection/W2005_1_340.jpg,"Archilochos, Sappho, Alkman: Three Lyric Poets of the Late Greek Bronze Age", Archilochos et al.,Guy Davenport (translator) Davenport,,1980,Poetry,Inscription on dedication page: in/ gratitude/ for/ your/ books - Guy/ June/ 1980 Note: ,Mississippi Department of Archives and History,W2005.1.342,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.341,https://weltylab.org/collection/W2005_1_341.jpg,"A Winter Come, A Summer Gone: Poems 1946-1960",Howard Moss, ,,1960,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.343,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.342,https://weltylab.org/collection/W2005_1_342.jpg,Ho for a Hat!,William Jay Smith, ,,1989,Poetry,"Inscription on free front end paper: For Eudora, the author of so many wonderful celebrations, this celebration of hats - with much love, Bill Note: ",Mississippi Department of Archives and History,W2005.1.344,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.343,https://weltylab.org/collection/W2005_1_343.jpg,The Telephone,Kornei Chukovsky,William Jay Smith (adapted) Smith,,1977,Poetry,"Inscription on free front end paper: For Eudora-/ a bit of relief from all those/ voices rattling on the telephone-/ with love-/ Bill/ Eudora Welty Symposium/ Oxford, Miss-/ 12 November 1977
 Note: ",Mississippi Department of Archives and History,W2005.1.345,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
